N_total,Media,Mediana,Desviación_Estándar,Error_Promedio,Varianza,Mínimo,Máximo,Rango,Percentil_5,Percentil_25,Percentil_75,Percentil_95,Rango_Intercuartílico,Coef_Variación,Asimetría,Curtosis
77,8.748562332555904,8.65689395652174,0.5194749368363284,0.10004860513903449,0.26985421000110743,7.559651703703702,10.350960571428569,2.791308867724867,8.094543427375202,8.375555047619049,9.05058896,9.542757223111112,0.6750339123809521,5.937832035593019,0.5732330182778413,0.3087399889635032
